Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
Female,29,No,2.0,Engineer,No,5.0,Low,Solar,D
Female,47,Yes,1.0,Doctor,No,1.0,Low,Solar,A
Male,41,Yes,2.0,Entertainment,Yes,8.0,Average,Solar,C
Female,32,Yes,4.0,Homemaker,No,9.0,Average,Biomass,D
Male,31,Yes,3.0,Marketing,No,2.0,Low,Solar,D
Male,20,No,3.0,Marketing,No,1.0,Low,Solar,D
Female,46,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Male,70,Yes,1.0,Lawyer,Yes,3.0,Low,Solar,B
Male,65,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Female,68,Yes,2.0,Artist,,1.0,Average,Solar,C
Male,29,Yes,1.0,Homemaker,No,9.0,Low,Hydro,A
Male,41,Yes,2.0,Entertainment,Yes,3.0,Average,Wind,C
Male,50,Yes,5.0,Executive,No,0.0,Low,,C
Male,38,Yes,2.0,Entertainment,Yes,9.0,Average,Wind,B
Male,37,Yes,2.0,Executive,No,,Average,Wind,B
Female,30,Yes,2.0,Engineer,No,6.0,Low,Wind,A
Female,63,Yes,1.0,Engineer,Yes,1.0,Low,Wind,B
Male,42,Yes,2.0,Artist,Yes,6.0,Average,Wind,A
Male,41,Yes,3.0,Executive,No,0.0,High,Solar,B
Female,60,Yes,4.0,Engineer,Yes,,High,Solar,C
Male,46,Yes,2.0,Engineer,Yes,1.0,Low,Wind,C
Female,83,Yes,2.0,Lawyer,No,0.0,High,Solar,A
Male,27,Yes,2.0,Healthcare,Yes,3.0,Low,Solar,D
Female,22,No,4.0,Healthcare,No,1.0,Low,Biomass,D
Male,20,No,4.0,Healthcare,No,0.0,Low,Solar,D
Female,40,Yes,2.0,Engineer,Yes,0.0,Low,Solar,B
Female,28,No,6.0,Doctor,Yes,0.0,Low,Hydro,D
Male,28,No,1.0,Doctor,Yes,,Low,Hydro,D
Male,28,Yes,2.0,Entertainment,No,0.0,Low,Wind,D
Female,20,No,4.0,Healthcare,No,0.0,Low,Wind,D
Female,53,Yes,6.0,Engineer,No,0.0,Average,Wind,B
Female,35,Yes,2.0,Doctor,Yes,0.0,Low,Solar,B
Female,21,No,4.0,Healthcare,,3.0,Low,Geothermal,D
Male,30,No,4.0,Healthcare,Yes,6.0,Low,Biomass,D
Female,46,Yes,1.0,Artist,Yes,2.0,Low,Solar,B
Female,36,No,4.0,Engineer,Yes,3.0,Low,Biomass,D
Female,38,Yes,3.0,Artist,Yes,4.0,High,Biomass,B
Female,26,Yes,2.0,Marketing,No,1.0,Average,,D
Female,45,Yes,1.0,Doctor,Yes,1.0,Low,Hydro,B
Female,46,Yes,2.0,Executive,Yes,5.0,High,Solar,C
Male,25,No,1.0,Doctor,Yes,0.0,Low,Wind,D
Male,27,No,7.0,Marketing,No,0.0,Low,Solar,D
Female,42,Yes,1.0,Doctor,Yes,6.0,Low,Wind,A
Male,20,,2.0,Marketing,No,3.0,Low,Wind,D
Male,55,Yes,1.0,Doctor,Yes,6.0,Low,Wind,C
Male,25,No,1.0,Marketing,No,,Low,Solar,D
Male,27,Yes,2.0,Doctor,No,,High,Wind,A
Male,31,No,4.0,Marketing,No,0.0,Low,Wind,D
Female,38,Yes,5.0,Entertainment,No,6.0,Average,Biomass,B
Male,43,Yes,2.0,Entertainment,Yes,,Average,Solar,C
Female,59,Yes,3.0,Artist,Yes,2.0,High,Solar,C
Male,61,Yes,3.0,Executive,No,1.0,Average,Solar,C
Female,27,Yes,2.0,Engineer,Yes,1.0,Low,Solar,D
Male,26,Yes,5.0,Executive,No,1.0,High,Solar,D
Male,39,Yes,4.0,Artist,Yes,,Average,Hydro,C
Male,51,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Male,47,Yes,3.0,Entertainment,No,0.0,Average,Solar,C
Male,52,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
Male,59,Yes,2.0,Lawyer,Yes,,High,Solar,C
Male,57,Yes,2.0,Engineer,No,1.0,Average,Solar,C
Female,86,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
Male,49,Yes,2.0,Artist,Yes,,Average,Solar,C
Male,30,No,4.0,Doctor,No,,Low,Hydro,D
Female,43,Yes,4.0,Engineer,No,0.0,Average,Solar,B
Male,19,No,5.0,Healthcare,No,,Low,Biomass,D
Male,20,No,4.0,Healthcare,No,,Low,Solar,D
Male,19,No,3.0,Healthcare,No,,Low,Solar,D
Female,43,Yes,1.0,Doctor,Yes,0.0,Low,Solar,A
Male,31,No,4.0,Healthcare,No,0.0,Low,Hydro,D
Male,30,Yes,2.0,Executive,No,1.0,High,Solar,D
Male,27,Yes,3.0,Doctor,Yes,8.0,Average,Solar,D
Male,36,Yes,4.0,Executive,Yes,,High,Solar,C
Male,47,Yes,2.0,Executive,Yes,0.0,Low,Solar,C
Male,35,Yes,4.0,Executive,Yes,1.0,High,Solar,C
Male,25,Yes,2.0,Entertainment,Yes,0.0,Low,Not Interested,D
Female,25,Yes,3.0,Artist,No,0.0,Low,Solar,D
Male,38,No,1.0,Artist,No,1.0,Low,Wind,A
Female,32,No,3.0,Engineer,No,0.0,Low,Solar,D
Male,48,Yes,6.0,Executive,No,1.0,High,Solar,C
Female,38,No,1.0,Artist,No,10.0,Low,Solar,A
Male,70,Yes,2.0,Executive,No,,High,Solar,A
Male,42,No,1.0,Marketing,Yes,,Low,Solar,A
Female,85,Yes,2.0,Artist,Yes,1.0,High,Biomass,A
Female,25,No,3.0,Healthcare,Yes,1.0,Low,Solar,D
Female,31,No,2.0,Doctor,Yes,1.0,Low,Hydro,D
Female,20,No,4.0,Healthcare,No,3.0,Low,Hydro,D
Female,37,Yes,2.0,Artist,Yes,0.0,Average,Hydro,C
Male,33,No,2.0,Artist,Yes,8.0,Low,Solar,D
Female,52,No,1.0,Artist,No,5.0,Low,Solar,C
Male,26,No,3.0,Doctor,Yes,0.0,Low,Solar,D
Female,21,No,5.0,Healthcare,No,9.0,Low,Hydro,D
Female,42,No,1.0,Engineer,Yes,0.0,Low,Solar,A
Female,35,Yes,4.0,Homemaker,Yes,,Average,Biomass,C
Male,39,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Female,41,Yes,2.0,Doctor,Yes,1.0,Average,Solar,C
Female,18,No,5.0,Healthcare,No,1.0,Low,Solar,D
Male,22,No,1.0,Healthcare,No,0.0,Low,Solar,D
Female,25,Yes,2.0,Engineer,No,2.0,Low,Solar,D
Female,20,No,5.0,Healthcare,No,4.0,Low,,D
Female,18,No,4.0,Entertainment,No,0.0,Low,Biomass,D
Female,20,No,5.0,Healthcare,No,1.0,Low,Geothermal,D
Male,21,No,4.0,Marketing,No,0.0,Low,Biomass,D
Female,25,No,4.0,Healthcare,No,1.0,Low,Wind,D
Female,60,Yes,2.0,Artist,Yes,,Average,Solar,C
Female,46,Yes,5.0,Engineer,No,0.0,Average,Wind,C
Male,68,Yes,2.0,Executive,No,1.0,High,Solar,C
Male,21,No,4.0,Healthcare,No,1.0,Low,Biomass,D
Male,27,No,3.0,Doctor,Yes,0.0,Low,Solar,D
Male,59,Yes,4.0,Executive,Yes,1.0,High,Solar,C
Female,26,No,1.0,Artist,Yes,8.0,Low,Solar,D
Male,26,Yes,2.0,Artist,Yes,0.0,Average,Solar,A
Female,32,Yes,2.0,Doctor,No,1.0,Average,Not Interested,D
Male,33,No,6.0,Healthcare,No,0.0,Low,Solar,D
Male,28,No,3.0,Healthcare,Yes,0.0,Low,Solar,D
Female,30,No,3.0,Healthcare,Yes,0.0,Low,Not Interested,D
Female,32,No,1.0,Artist,Yes,,Low,Solar,A
Female,41,No,3.0,Engineer,No,3.0,Low,Wind,A
Male,42,Yes,2.0,Artist,Yes,13.0,Low,Solar,A
Female,45,Yes,4.0,Doctor,Yes,1.0,Average,Solar,C
Female,39,No,2.0,,Yes,1.0,Low,Solar,A
Female,29,No,1.0,Engineer,No,0.0,Low,Solar,D
Male,46,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,C
Female,26,Yes,4.0,Marketing,Yes,5.0,High,Biomass,D
Female,26,No,4.0,Healthcare,Yes,,Low,Solar,D
Female,41,Yes,,Doctor,Yes,1.0,Low,Solar,B
Female,38,Yes,3.0,Marketing,Yes,9.0,Low,Solar,C
Male,69,Yes,4.0,Executive,No,1.0,High,Solar,B
Male,46,No,2.0,Artist,Yes,0.0,Low,Solar,A
Female,40,No,1.0,Artist,No,0.0,Low,Geothermal,A
Male,25,No,3.0,Engineer,No,9.0,Low,Hydro,D
Male,59,Yes,2.0,,No,1.0,Average,Hydro,C
Male,26,No,4.0,Doctor,No,1.0,Low,Solar,D
Female,33,No,4.0,Artist,Yes,0.0,Low,Solar,D
Male,56,Yes,2.0,Executive,Yes,8.0,High,Solar,C
Male,30,No,5.0,Healthcare,No,0.0,Low,Hydro,D
Female,26,No,3.0,Healthcare,No,0.0,Low,Solar,D
Female,28,No,5.0,Doctor,No,0.0,Low,Wind,D
Female,28,Yes,6.0,Doctor,No,0.0,Average,Solar,D
Male,20,No,4.0,Healthcare,No,1.0,Low,Solar,D
Male,41,Yes,3.0,Executive,No,1.0,Average,Solar,C
Male,37,Yes,3.0,Artist,Yes,0.0,High,Solar,C
Male,59,Yes,3.0,Artist,Yes,1.0,Average,Wind,C
Female,43,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
Male,20,No,3.0,Healthcare,No,1.0,Low,Solar,D
Female,30,No,5.0,Healthcare,Yes,1.0,Low,Biomass,D
Male,66,Yes,2.0,Executive,No,0.0,Average,Solar,C
Male,28,Yes,3.0,Artist,Yes,1.0,Average,Solar,D
Male,49,Yes,3.0,Entertainment,Yes,0.0,Average,Solar,C
Female,61,Yes,3.0,Artist,Yes,0.0,Average,,C
Male,27,Yes,2.0,Artist,Yes,9.0,Average,Solar,A
Female,35,Yes,1.0,Engineer,No,1.0,Low,Hydro,A
Male,33,Yes,2.0,Healthcare,Yes,0.0,Average,Solar,A
Female,36,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
Female,27,No,1.0,Artist,Yes,9.0,Low,Solar,D
Female,29,No,,Healthcare,No,,Low,,D
Female,31,No,5.0,Engineer,No,1.0,Low,Hydro,D
Female,30,No,4.0,Healthcare,No,0.0,Low,Hydro,D
Female,43,Yes,2.0,Artist,Yes,,Average,Solar,C
Male,47,Yes,4.0,Executive,No,1.0,Low,Hydro,B
Female,42,No,1.0,Engineer,No,,Low,Solar,A
Female,33,No,5.0,Healthcare,Yes,,Low,Biomass,D
Female,36,No,4.0,Artist,Yes,1.0,Low,Biomass,B
Female,30,No,3.0,Engineer,Yes,1.0,Low,Solar,D
Male,60,Yes,1.0,Artist,Yes,9.0,Low,Solar,C
Female,32,No,3.0,Healthcare,Yes,0.0,Low,Hydro,D
Female,32,Yes,2.0,Artist,Yes,0.0,Average,Hydro,A
Female,28,No,3.0,Healthcare,No,7.0,Low,Geothermal,D
Male,46,Yes,4.0,Healthcare,Yes,2.0,High,Not Interested,C
Female,38,Yes,1.0,Artist,Yes,4.0,Low,Solar,B
Male,28,Yes,,Artist,,8.0,Low,Solar,D
Male,30,Yes,2.0,Entertainment,Yes,7.0,Low,Solar,A
Female,52,Yes,3.0,Artist,Yes,0.0,Average,,C
Female,46,Yes,4.0,Engineer,Yes,1.0,Average,Solar,C
Male,37,Yes,2.0,Engineer,No,0.0,Average,Tidal,B
Female,25,No,3.0,Engineer,Yes,2.0,Low,Solar,D
Female,43,Yes,4.0,Engineer,Yes,1.0,Average,Solar,B
Male,32,No,4.0,Marketing,No,0.0,Low,Solar,D
Female,50,Yes,4.0,Engineer,Yes,1.0,High,Solar,C
Male,43,Yes,3.0,Artist,No,3.0,Average,Solar,C
Male,37,Yes,2.0,Artist,Yes,0.0,Average,Hydro,C
Male,61,Yes,4.0,Healthcare,No,0.0,High,Not Interested,C
Male,39,Yes,2.0,Artist,Yes,5.0,Average,Solar,B
Male,46,Yes,5.0,Artist,Yes,1.0,Average,Solar,C
Male,37,Yes,4.0,Entertainment,No,0.0,Average,Hydro,B
Female,36,Yes,3.0,Engineer,No,0.0,Low,Biomass,A
Female,28,No,1.0,Artist,No,0.0,Low,Solar,D
Male,86,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,A
Male,42,No,1.0,Artist,Yes,8.0,Low,Solar,A
Male,82,Yes,1.0,Executive,Yes,1.0,Low,Solar,D
Female,18,No,8.0,Healthcare,No,1.0,Low,Hydro,D
Female,18,No,4.0,Engineer,No,0.0,Low,Solar,D
Female,36,No,1.0,Artist,Yes,1.0,Low,Geothermal,B
Female,26,No,6.0,Engineer,No,1.0,Low,Solar,D
Male,49,Yes,2.0,Entertainment,Yes,1.0,Average,Solar,C
Female,69,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Female,29,No,6.0,Artist,No,1.0,Low,Hydro,D
Male,68,No,2.0,Entertainment,Yes,1.0,Low,Solar,B
Male,33,No,3.0,Healthcare,No,4.0,Low,Hydro,D
Male,38,Yes,5.0,Executive,No,3.0,High,Solar,B
Male,52,Yes,3.0,Entertainment,No,1.0,Average,Solar,B
Male,28,Yes,2.0,Artist,Yes,1.0,Low,Solar,D
Female,27,No,5.0,Healthcare,No,1.0,Low,Biomass,D
Female,28,No,4.0,Engineer,No,0.0,Low,Hydro,A
Female,25,Yes,3.0,Engineer,No,7.0,High,Solar,D
Female,30,No,1.0,Artist,Yes,8.0,Low,Solar,D
Male,40,Yes,3.0,Artist,Yes,1.0,Average,Biomass,C
Female,25,No,9.0,Artist,Yes,0.0,Low,Solar,D
Female,30,No,1.0,Artist,Yes,5.0,Low,,A
Female,43,Yes,2.0,Engineer,No,0.0,Average,Hydro,A
Female,26,No,4.0,Artist,Yes,1.0,Low,Solar,D
Female,37,Yes,3.0,Entertainment,No,0.0,Average,Solar,B
Female,28,No,5.0,Healthcare,No,1.0,Low,Not Interested,D
Female,31,Yes,5.0,Marketing,No,1.0,Low,Hydro,D
Male,46,Yes,3.0,Artist,Yes,1.0,Low,Solar,C
Female,47,Yes,4.0,Artist,Yes,5.0,Average,Solar,C
Male,28,No,4.0,Healthcare,No,1.0,Low,Solar,D
Male,30,No,1.0,Healthcare,No,0.0,Low,Solar,D
Female,29,,1.0,Entertainment,Yes,1.0,High,Tidal,A
Male,23,No,5.0,Artist,No,2.0,Low,Solar,D
Female,22,No,5.0,Healthcare,No,1.0,Low,Solar,D
Male,20,No,5.0,Healthcare,No,1.0,Low,Not Interested,D
Male,22,No,4.0,Entertainment,No,1.0,Low,Solar,D
Female,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
Male,21,No,3.0,Healthcare,No,1.0,Low,Solar,D
Female,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
Male,39,No,2.0,Artist,Yes,1.0,Low,Solar,A
Female,38,Yes,2.0,Artist,Yes,8.0,Low,Solar,B
Male,33,No,1.0,Healthcare,Yes,3.0,Low,Solar,A
Female,38,No,1.0,Homemaker,Yes,4.0,Low,Solar,B
Female,29,No,3.0,Healthcare,Yes,0.0,Low,Solar,D
Female,35,Yes,1.0,Entertainment,No,4.0,Low,Solar,B
Male,32,Yes,2.0,Artist,Yes,9.0,Average,Solar,A
Male,59,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
Female,32,No,1.0,Doctor,Yes,0.0,Low,Solar,D
Female,29,No,3.0,Healthcare,Yes,8.0,Low,Hydro,D
Female,31,No,4.0,Entertainment,Yes,0.0,Low,Biomass,D
Male,59,Yes,4.0,Executive,No,0.0,High,Solar,C
Male,87,Yes,2.0,Lawyer,Yes,0.0,High,Solar,A
Male,53,Yes,2.0,Executive,Yes,0.0,Low,Solar,C
Male,83,Yes,2.0,Lawyer,No,0.0,High,Solar,A
Male,33,No,5.0,Healthcare,No,1.0,Low,Hydro,D
Female,26,No,4.0,Engineer,No,,Low,Solar,D
Female,39,Yes,5.0,Artist,Yes,7.0,High,,B
Female,27,No,5.0,Healthcare,No,1.0,Low,Hydro,D
Female,42,Yes,2.0,Artist,Yes,5.0,Average,Hydro,C
Male,46,Yes,2.0,Artist,Yes,4.0,Average,Solar,C
Male,63,Yes,2.0,Doctor,Yes,0.0,High,Solar,C
Male,32,No,2.0,Doctor,Yes,1.0,Low,Solar,A
Female,38,No,3.0,Engineer,Yes,0.0,Low,Solar,A
Male,38,No,2.0,Entertainment,Yes,1.0,Low,Solar,A
Female,63,Yes,1.0,Engineer,Yes,1.0,Low,Solar,C
Female,45,No,1.0,Artist,Yes,1.0,Low,Solar,A
Female,33,No,5.0,Healthcare,Yes,1.0,Low,Biomass,D
Male,27,No,2.0,Entertainment,No,0.0,Low,Solar,D
Female,87,Yes,2.0,Artist,No,7.0,High,Not Interested,A
Female,25,No,1.0,Healthcare,No,14.0,Low,Solar,D
Male,61,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Male,41,Yes,4.0,Artist,Yes,1.0,High,Solar,B
Male,86,Yes,2.0,Lawyer,Yes,,High,Solar,A
Male,51,Yes,3.0,Executive,Yes,4.0,High,Solar,C
Male,83,,2.0,Lawyer,No,0.0,High,Solar,A
Male,60,Yes,3.0,Artist,Yes,3.0,High,Solar,C
Male,65,Yes,3.0,Artist,Yes,6.0,Average,Solar,C
Female,32,No,,Healthcare,No,1.0,Low,Solar,D
Female,41,Yes,1.0,Artist,Yes,1.0,Low,Solar,B
Female,56,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Female,74,Yes,2.0,Lawyer,No,1.0,High,Solar,B
Male,39,Yes,2.0,Artist,Yes,4.0,Average,Biomass,B
Female,42,No,2.0,Artist,No,2.0,Low,Solar,A
Male,68,Yes,2.0,Artist,Yes,5.0,High,Solar,C
Male,30,No,1.0,Artist,Yes,1.0,Low,Solar,D
Female,32,No,3.0,Healthcare,No,1.0,Low,Solar,D
Male,43,Yes,1.0,Artist,Yes,13.0,Low,Solar,A
Female,40,Yes,2.0,Artist,Yes,3.0,High,Geothermal,C
Female,87,Yes,2.0,Entertainment,No,0.0,High,Solar,A
Male,43,Yes,2.0,Entertainment,No,1.0,Low,Solar,B
Male,48,Yes,3.0,Doctor,Yes,1.0,Average,Biomass,C
Female,58,Yes,2.0,Marketing,Yes,0.0,Average,Solar,C
Male,52,Yes,3.0,Artist,Yes,,High,Solar,C
Female,30,No,3.0,Healthcare,No,14.0,Low,Solar,D
Female,53,Yes,2.0,Artist,Yes,2.0,Low,Solar,C
Female,56,Yes,3.0,Artist,Yes,3.0,Average,Solar,C
Male,48,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
Male,28,Yes,5.0,Doctor,No,1.0,Low,Solar,D
Female,61,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
Male,62,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,C
Female,49,Yes,5.0,Artist,Yes,1.0,Average,Hydro,C
Male,40,Yes,2.0,Entertainment,,0.0,High,Solar,B
Male,62,Yes,2.0,Entertainment,Yes,1.0,Low,Solar,C
Male,35,No,,Entertainment,Yes,1.0,Low,Tidal,A
Female,48,No,1.0,Artist,Yes,4.0,Low,Solar,B
Female,36,Yes,3.0,Artist,Yes,1.0,Average,Biomass,C
Female,56,Yes,5.0,Artist,Yes,1.0,Average,Solar,C
Female,66,Yes,2.0,Marketing,No,0.0,High,Tidal,C
Male,40,No,2.0,Artist,Yes,6.0,Low,Solar,A
Female,57,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
Male,42,Yes,3.0,Artist,Yes,,Average,Biomass,C
Male,35,Yes,3.0,Marketing,No,1.0,Low,Solar,A
Male,58,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
Male,29,No,5.0,Artist,No,8.0,Low,Geothermal,D
Male,26,No,1.0,Doctor,No,0.0,Low,Solar,D
Female,84,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
Male,86,Yes,1.0,Executive,Yes,0.0,Low,Solar,A
Male,77,Yes,2.0,Lawyer,No,1.0,High,Solar,A
Female,37,No,3.0,Artist,Yes,0.0,Low,Solar,A
Male,74,Yes,2.0,Executive,No,0.0,High,Solar,B
Male,27,No,2.0,Artist,No,1.0,Low,Solar,D
Female,56,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
Female,27,No,1.0,Healthcare,Yes,0.0,Low,Solar,D
Male,39,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
Male,35,Yes,2.0,Entertainment,Yes,3.0,Average,Solar,C
Male,66,Yes,2.0,Entertainment,Yes,1.0,Average,Solar,C
Female,47,No,2.0,Artist,Yes,0.0,Low,Solar,B
Female,36,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
Male,43,Yes,2.0,Artist,Yes,4.0,Average,Solar,C
Female,55,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Male,41,Yes,3.0,Doctor,Yes,0.0,Average,Solar,C
Female,26,No,5.0,Artist,Yes,9.0,Low,Solar,D
Male,72,Yes,2.0,Artist,Yes,0.0,High,Biomass,C
Male,59,Yes,2.0,Artist,,0.0,Average,Solar,C
Male,38,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,B
Male,72,Yes,2.0,Lawyer,No,1.0,Low,Solar,B
Male,31,No,4.0,Healthcare,Yes,1.0,Low,Solar,D
Male,41,No,1.0,Artist,Yes,9.0,Low,Solar,A
Male,25,No,2.0,Engineer,No,9.0,Low,Wind,D
Male,29,No,,Artist,Yes,,Low,Biomass,D
Male,83,Yes,2.0,Lawyer,Yes,0.0,High,Hydro,B
Female,51,Yes,4.0,Engineer,Yes,0.0,Average,Solar,C
Male,40,Yes,2.0,Artist,Yes,0.0,Low,Biomass,B
Female,76,Yes,2.0,Artist,Yes,0.0,Average,Solar,A
Male,29,Yes,4.0,Artist,Yes,1.0,Low,Solar,D
Male,46,Yes,3.0,Artist,Yes,1.0,Low,Solar,C
Female,58,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Female,46,No,1.0,Artist,Yes,1.0,Low,Solar,B
Female,74,Yes,2.0,Lawyer,No,0.0,High,Solar,B
Male,53,Yes,3.0,Executive,Yes,1.0,High,Solar,C
Male,63,Yes,1.0,Artist,Yes,1.0,Low,Solar,C
Female,49,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Male,25,No,2.0,Entertainment,Yes,5.0,Low,Wind,D
Male,46,No,3.0,Engineer,No,1.0,Low,Hydro,A
Female,43,No,9.0,Artist,Yes,7.0,Low,Solar,B
Female,58,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
Male,41,Yes,4.0,Executive,Yes,1.0,High,Solar,B
Female,28,No,3.0,Healthcare,No,1.0,Low,Solar,D
Male,26,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
Male,29,No,2.0,Healthcare,Yes,9.0,Low,Hydro,D
Male,33,No,,Healthcare,Yes,0.0,Low,Geothermal,D
Female,39,No,1.0,Engineer,Yes,14.0,Low,Solar,A
Male,51,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,C
Male,46,Yes,4.0,Entertainment,Yes,4.0,High,Biomass,B
Male,38,Yes,6.0,Executive,No,,High,Solar,B
Male,26,Yes,3.0,Artist,Yes,1.0,Average,Solar,A
Female,42,Yes,4.0,Engineer,Yes,1.0,Average,Hydro,C
Female,43,Yes,3.0,Entertainment,Yes,5.0,Average,Solar,C
Male,53,Yes,4.0,Executive,Yes,1.0,Low,Solar,C
Male,46,Yes,4.0,Artist,Yes,,Low,Solar,C
Female,40,Yes,3.0,Artist,Yes,1.0,Average,Hydro,C
Male,71,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
Male,32,Yes,4.0,Marketing,Yes,13.0,High,Hydro,D
Male,41,No,2.0,Entertainment,Yes,9.0,Low,Solar,A
Female,46,No,2.0,Entertainment,Yes,8.0,Low,Solar,A
Male,40,Yes,4.0,Executive,Yes,0.0,High,Solar,B
Male,29,No,5.0,Doctor,No,1.0,Low,Solar,D
Male,25,Yes,2.0,Doctor,Yes,1.0,Average,Solar,D
Female,52,Yes,1.0,Marketing,Yes,0.0,Low,Solar,A
Male,30,No,5.0,Doctor,Yes,9.0,Low,Solar,D
Female,25,Yes,2.0,Healthcare,Yes,12.0,High,Solar,D
Male,32,No,4.0,Artist,No,9.0,Low,Solar,D
Female,33,No,4.0,Doctor,No,,Low,Solar,D
Female,49,No,1.0,Artist,Yes,1.0,Low,Wind,B
Female,43,No,4.0,Doctor,Yes,1.0,Low,Biomass,A
Male,48,Yes,1.0,Artist,Yes,1.0,Low,Biomass,B
Male,41,No,2.0,Artist,No,5.0,Low,Solar,A
Female,29,No,2.0,Healthcare,Yes,9.0,Low,Solar,D
Female,35,No,2.0,Artist,Yes,0.0,Low,Wind,B
Male,41,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
Female,47,Yes,4.0,Artist,Yes,1.0,Average,Biomass,C
Female,53,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Male,40,,1.0,Artist,Yes,5.0,Low,Solar,A
Female,40,Yes,2.0,Artist,Yes,0.0,High,Solar,B
Male,46,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
Female,36,No,4.0,Marketing,Yes,,Low,Hydro,D
Female,71,Yes,6.0,Lawyer,Yes,2.0,Low,Tidal,C
Female,30,Yes,2.0,Engineer,No,5.0,Average,Hydro,A
Female,40,Yes,4.0,Engineer,No,1.0,Average,Hydro,A
Male,43,Yes,5.0,Entertainment,No,0.0,Average,Hydro,A
Male,40,Yes,3.0,Entertainment,Yes,3.0,Average,Hydro,C
Male,39,Yes,4.0,Entertainment,No,1.0,Average,Hydro,A
Male,49,Yes,7.0,Executive,No,1.0,High,Biomass,B
Male,51,Yes,5.0,Artist,No,0.0,Average,Hydro,C
Female,39,Yes,9.0,Doctor,No,1.0,Average,Hydro,B
Male,23,Yes,5.0,Healthcare,No,1.0,Low,Hydro,D
Male,53,Yes,6.0,Engineer,No,0.0,Average,Hydro,B
Female,35,No,5.0,Engineer,No,9.0,Low,Hydro,A
Male,35,No,4.0,Executive,No,2.0,Low,Hydro,D
Male,30,Yes,9.0,Doctor,Yes,1.0,Low,Hydro,D
Male,39,Yes,,Engineer,No,2.0,Average,Hydro,A
Male,38,No,3.0,Artist,Yes,1.0,Low,Hydro,A
Female,53,No,1.0,Marketing,No,0.0,Low,Wind,A
Female,36,No,1.0,Engineer,Yes,8.0,Low,Hydro,A
Male,33,No,4.0,Engineer,No,0.0,Low,Hydro,D
Female,40,No,1.0,Engineer,Yes,1.0,Low,Hydro,A
Female,36,Yes,4.0,Artist,Yes,0.0,Average,Hydro,C
Male,31,No,5.0,Doctor,No,1.0,Low,Hydro,D
Male,31,No,2.0,Doctor,No,1.0,Low,Hydro,D
Male,41,Yes,4.0,Healthcare,Yes,0.0,Average,Hydro,B
Male,48,Yes,4.0,,No,0.0,Average,Hydro,C
Female,38,Yes,3.0,Artist,Yes,5.0,Average,Tidal,B
Male,49,Yes,5.0,Artist,No,1.0,Low,Hydro,C
Male,42,Yes,,Doctor,Yes,1.0,Low,Hydro,A
Male,28,Yes,9.0,Executive,Yes,14.0,High,Hydro,D
Male,51,Yes,4.0,Entertainment,No,0.0,High,Hydro,B
Male,41,Yes,2.0,Artist,No,1.0,Average,Hydro,C
Female,57,Yes,6.0,Engineer,No,0.0,Average,Hydro,C
Male,67,Yes,1.0,Artist,Yes,0.0,Low,Hydro,B
Male,29,Yes,5.0,Executive,No,3.0,Average,Hydro,D
Female,46,Yes,1.0,Marketing,,,Low,Hydro,B
Male,49,Yes,2.0,Artist,Yes,0.0,High,Solar,C
Female,28,No,3.0,Engineer,No,6.0,Low,Hydro,D
Female,48,Yes,4.0,Engineer,No,1.0,Average,Hydro,C
Female,51,Yes,4.0,Engineer,No,5.0,Average,Hydro,C
